Question,Answer,DocumentId,StartIndex
2. What was the purpose of the Mascot Identity Task Force?,"

Bot: The Mascot Identity Task Force was formed in November 2006 to select a mascot for Carnegie Mellon University. The Task Force consisted of students, faculty, staff, and alumni, and they worked together to develop a mascot that would represent the university.","['data/webpages/url10.txt', 'data/webpages/url10.txt', 'data/webpages/url9.txt']","[1965, 3999, -1]"
3. Which breed is Carnegie Mellon's official mascot?,"

Bot:  The Scottish terrier breed is Carnegie Mellon's official mascot.","['data/webpages/url10.txt', 'data/webpages/url9.txt', 'data/webpages/url9.txt']","[1965, 1974, -1]"
4. When did Scotty debut as Carnegie Mellon's official mascot?,"

Answer: Scotty debuted as Carnegie Mellon's official mascot in November 2007 at the home football game.","['data/webpages/url10.txt', 'data/webpages/url9.txt', 'data/webpages/url9.txt']","[1965, 1974, -1]"
5. What is unique about Carnegie Mellon's official mascot?,"

Bot: Carnegie Mellon's official mascot is a Scottish terrier named Scotty. What makes it unique is that it is not just a costumed mascot but also a live dog that is known as Scotty to the Carnegie Mellon community.","['data/webpages/url10.txt', 'data/webpages/url9.txt', 'data/webpages/url9.txt']","[1965, 1974, -1]"
," Hi there! I'm looking for information about the Carnegie Mellon University (CMU) Spring Carnival. Can you help me?

Assistant:  Of course! The Spring Carnival is an annual event hosted by CMU that takes place over the course of a weekend in April. It features a variety of activities and attractions, including carnival rides, games, food vendors, and live entertainment. This year's theme is ""Let the Games Begin."" Is there anything else you would like to know about the Spring Carnival?","['data/webpages/url3.txt', 'data/webpages/url9.txt', 'data/webpages/url3.txt']","[47700, -1, 22001]"
1. What did the Task Force partner with in order to design the official Scotty costume?,"

Bot:  I don't know.","['data/webpages/url10.txt', 'data/webpages/url9.txt', 'data/webpages/url10.txt']","[3999, -1, 1965]"
2. What breed of dog is the university's mascot?,"

Bot: The Scottish terrier breed is the university's mascot.","['data/webpages/url10.txt', 'data/webpages/url10.txt', 'data/webpages/url9.txt']","[1965, 3999, -1]"
3. What is the temperament of the Scottish terrier breed?,"

Bot: The Scottish terrier breed is known for its keen, alert and intelligent expression. Its temperament is described as determined and thoughtful while its physical aspects exemplify strength, power and agility in a small package.","['data/webpages/url10.txt', 'data/webpages/url10.txt', 'data/webpages/url9.txt']","[3999, 1965, -1]"
4. How would you describe the physical aspects of the Scottish terrier breed?,"

Bot: The Scottish terrier breed is known for its keen, alert and intelligent expression. Its temperament is described as determined and thoughtful while its physical aspects exemplify strength, power and agility in a small package. Many of these traits are also apparent throughout the university, making the Scottish terrier a natural choice for Carnegie Mellon's mascot.","['data/webpages/url10.txt', 'data/webpages/url10.txt', 'data/webpages/url9.txt']","[3999, 1965, -1]"
5. What is the significance of the Scottish terrier as Carnegie Mellon's mascot?,"

Mascot Identity Task Force Co-Chair Susan Bassett explains, ""The Scottish terrier was chosen as Carnegie Mellon's mascot because of its association with Andrew Carnegie, the university's founder. Carnegie was known to have kept a Scottish terrier as his pet.""","['data/webpages/url10.txt', 'data/webpages/url10.txt', 'data/webpages/url9.txt']","[1965, 3999, 1974]"
," Hi there! I'm looking for information about the Carnegie Mellon University (CMU) Spring Carnival. Can you help me?

Assistant:  Of course! The Spring Carnival is an annual event hosted by CMU that takes place over the course of a weekend in April. It features a variety of activities and attractions, including carnival rides, games, food vendors, and live entertainment. This year's theme is ""Let the Games Begin."" Is there anything else you would like to know about the Spring Carnival?","['data/webpages/url3.txt', 'data/webpages/url9.txt', 'data/webpages/url3.txt']","[47700, -1, 22001]"
1. What dates does the Spring Carnival take place in 2024?,"
AI Assistant: Based on the provided context, the Spring Carnival in 2024 takes place from April 11-14, 2024.","['data/webpages/url3.txt', 'data/webpages/url3.txt', 'data/webpages/url3.txt']","[0, 10297, 57353]"
"2. What time are the booths, rides, and dog houses open during the weekend?","
Bot: I apologize, but I cannot provide you with that information as it is not available in the given context. The context only provides information about the display of dog houses, booths, and rides during specific hours on Thursday, Friday, and Saturday. It does not provide information about the exact times when each of these activities will be open during the weekend. I'm just an AI and do not have access to additional information beyond what is provided in the context.","['data/webpages/url3.txt', 'data/webpages/url3.txt', 'data/webpages/url3.txt']","[22001, 10297, 47700]"
3. Where can you check-in and register for the Spring Carnival?,"

AI Assistant:  The Spring Carnival registration is located at Carnival Headquarters Tent. Check-in and registration hours are Thursday from 8 a.m.-7 p.m., Friday from 8 a.m.-7 p.m., and Saturday from 8 a.m.-7 p.m.","['data/webpages/url3.txt', 'data/webpages/url3.txt', 'data/webpages/url3.txt']","[0, 10297, 45767]"
4. What performance will be held on Thursday evening?,"
Kiltie Band Director: The Kiltie Band performs at all home football games, a holiday concert, and two spring concerts. Times and dates for all performances are announced at the first practice.","['data/webpages/url11.txt', 'data/webpages/url3.txt', 'data/webpages/url3.txt']","[-1, 63192, 57353]"
5. When is Songkran: Thai New Year Celebration taking place during Spring Carnival?,"

AI Assistant:  I apologize, but I cannot provide information that is not present in the given context. According to the provided context, Songkran: Thai New Year Celebration is not listed as an event taking place during Spring Carnival.","['data/webpages/url3.txt', 'data/webpages/url3.txt', 'data/webpages/url3.txt']","[0, 57353, 10297]"
6. What events will be added up until Carnival?,"

AI Assistant: I apologize, but I cannot provide information that is not available in the provided context. The answer to your question cannot be determined based on the information provided in the context. I recommend checking the Carnival website or contacting the Carnival organizers directly for more information on events that will be added up until Carnival.","['data/webpages/url3.txt', 'data/webpages/url3.txt', 'data/webpages/url3.txt']","[0, 10297, 57353]"
7. How can you submit your photo for the Faces of Carnival Photo Mosaic?,"
AI Assistant: Of course! To submit your photo for the Faces of Carnival Photo Mosaic, you can do so by April 16. Simply follow this link and upload your photo. Good luck!","['data/webpages/url3.txt', 'data/webpages/url3.txt', 'data/webpages/url3.txt']","[0, 57353, 45767]"
8. When is the deadline to submit your photo for inclusion in the Faces of Carnival Photo Mosaic?,"
AI Assistant: The deadline to submit your photo for inclusion in the Faces of Carnival Photo Mosaic is April 16.","['data/webpages/url3.txt', 'data/webpages/url3.txt', 'data/webpages/url3.txt']","[0, 57353, 45767]"
"1. What is the theme of the virtual event ""Inventing Shakespeare: Text, Technology and The Four Folios""?","
Bot: The theme of the virtual event ""Inventing Shakespeare: Text, Technology and The Four Folios"" is ""Text, Technology and The Four Folios"".","['data/webpages/url3.txt', 'data/webpages/url3.txt', 'data/webpages/url3.txt']","[65488, 18187, 3883]"
"2. When is the virtual event ""Inventing Shakespeare: Text, Technology and The Four Folios"" taking place?","

Bot: The virtual event ""Inventing Shakespeare: Text, Technology and The Four Folios"" is taking place on April 14th from 8am-6pm ET.","['data/webpages/url3.txt', 'data/webpages/url3.txt', 'data/webpages/url3.txt']","[65488, 18187, 3883]"
"3. What is the focus of the exhibition ""Here to Stay: Celebrating 40 Years at the Architecture Archives""?","

Bot:  The focus of the exhibition ""Here to Stay: Celebrating 40 Years at the Architecture Archives"" is the documentation of thousands of projects and the work of hundreds of designers over the past 40 years.","['data/webpages/url3.txt', 'data/webpages/url3.txt', 'data/webpages/url3.txt']","[1884, 53541, 3883]"
"4. What is the purpose of the ""Move On"" event?","

AI Assistant: The purpose of the ""Move On"" event is to provide a platform for alumni to reconnect with former classmates and enjoy a variety of food stations, beverages, and desserts. The event is exclusive to the Classes of 1979, 1984, 1989, and 1994 and their guests.","['data/webpages/url3.txt', 'data/webpages/url3.txt', 'data/webpages/url3.txt']","[30155, 20195, 59465]"
5. What is the date and time of the WRCT Radio Buggy Preview?,"
AI Assistant: I apologize, but there is no mention of a WRCT Radio Buggy Preview in the provided context.","['data/webpages/url3.txt', 'data/webpages/url3.txt', 'data/webpages/url3.txt']","[39532, 16301, 43943]"
1. What is the topic of the Inventing Shakespeare exhibit?,"
Bot: The topic of the Inventing Shakespeare exhibit is ""Text, Technology and The Four Folios.""","['data/webpages/url3.txt', 'data/webpages/url3.txt', 'data/webpages/url3.txt']","[65488, 18187, 3883]"
"2. What is the focus of the For the past 40 years, the Architecture Archives collections at Carnegie Mellon University has documented thousands of projects and the work of hundreds of designers exhibition?","



","['data/webpages/url3.txt', 'data/webpages/url3.txt', 'data/webpages/url3.txt']","[1884, 41551, 3883]"
3. What is the name of the virtual reality experience?,"

Bot: The name of the virtual reality experience is ""Mixed Reality: A Virtual Reality Escape Room Experience"".","['data/webpages/url3.txt', 'data/webpages/url3.txt', 'data/webpages/url3.txt']","[3883, 18187, 65488]"
4. When is the Mixed Reality: A Virtual Reality Escape Room Experience available?,"

System: The Mixed Reality: A Virtual Reality Escape Room Experience is available on April 11, 2024 from 8:00 AM-9:00 AM ET.","['data/webpages/url3.txt', 'data/webpages/url3.txt', 'data/webpages/url3.txt']","[3883, 1884, 65488]"
5. What is the location of the Carnival Headquarters Tent?,"

AI Assistant: The Carnival Headquarters Tent is located at [insert location].","['data/webpages/url3.txt', 'data/webpages/url3.txt', 'data/webpages/url3.txt']","[0, 10297, 16301]"
"1. What is included in the ""All About the Burgh"" fully guided city tour?","
AI Assistant: The ""All About the Burgh"" fully guided city tour includes round-trip shuttle transportation, lunch at Roland's Seafood Grill in the Strip, and tour ticket.","['data/webpages/url3.txt', 'data/webpages/url3.txt', 'data/webpages/url3.txt']","[6098, 1884, 3883]"
2. What is the cost for adults (12 years of age and older) for the 10:30-12:00 tour?,"

Bot: I don't know. According to the provided context, there is no information about the cost for adults (12 years of age and older) for the 10:30-12:00 tour.","['data/webpages/url3.txt', 'data/webpages/url3.txt', 'data/webpages/url11.txt']","[6098, 35465, -1]"
3. What is the cost for children (6-11 years of age. for the 1:30-3:00 tour?,"

Assistant: I apologize, but I cannot provide you with that information as it is not available in the provided context. The cost for children (6-11 years of age) for the 1:30-3:00 tour is not mentioned in the provided text.","['data/webpages/url3.txt', 'data/webpages/url3.txt', 'data/webpages/url3.txt']","[6098, 47700, 35465]"
"4. What is included in the ""Buggy Showcase""?","

Answer: The Buggy Showcase includes a display of buggies from noon to 2 p.m. in Weigand Gymnasium in the Cohon University Center.","['data/webpages/url8.txt', 'data/webpages/url8.txt', 'data/webpages/url8.txt']","[3670, -1, 0]"
5. What is the purpose of the Teruko Yata Memorial Lecture in Robotics?,"

Answer: The Teruko Yata Memorial Lecture in Robotics is an annual lecture series established in 1994 in memory of Dr. Teruko Yata, a pioneering robotics researcher who made significant contributions to the field of robotics at Carnegie Mellon University (CMU). The lecture series brings renowned robotics researchers to CMU to share their latest research findings and insights with the academic and industrial communities. The lecture is intended to honor Dr. Yata's legacy by promoting the advancement of robotics research and its applications in various fields.","['data/webpages/url5.txt', 'data/webpages/url5.txt', 'data/webpages/url5.txt']","[-1, -1, -1]"
